framework,framework_name,entry_id,entry_name,entry_description,disposition,register_ids,register_names,confidence,note
eu_ai_act,EU AI Act 2024/1689 + GPAI Code of Practice (deployer),Art. 26(9),Art. 26(9),,Mapped,MR-011,Unlawful or non-consensual collection and processing of personal data,Clear,Lawful data processing and DPIA linkage.
eu_ai_act,EU AI Act 2024/1689 + GPAI Code of Practice (deployer),Art. 26(10),Art. 26(10),,Mapped,MR-033,Mass surveillance and censorship enablement,Clear,"Biometric scraping prohibition, law-enforcement biometric authorisation, biometric/emotion disclosure."
eu_ai_act,EU AI Act 2024/1689 + GPAI Code of Practice (deployer),Art. 26(11),Art. 26(11),,Mapped,MR-055 | MR-075,Lack of explainability and interpretability | Failure to inform individuals subject to high-risk AI decisions,Clear,"Transparency to and disclosure toward affected persons. | Nearest existing risk: MR-055 Lack of explainability (interpretability of the decision, not the duty to notify the affected person)."
eu_ai_act,EU AI Act 2024/1689 + GPAI Code of Practice (deployer),Art. 26(12),Art. 26(12),,Mapped,MR-040,Regulatory non-compliance and legal liability,Clear,Generic compliance umbrella; Article-specific duties are split into EU-### gaps per the brief.
eu_ai_act,EU AI Act 2024/1689 + GPAI Code of Practice (deployer),Art. 27,Art. 27,,Mapped,MR-067 | MR-072,Absence of AI impact assessment | Failure to conduct a fundamental rights impact assessment,Clear,"Fundamental-rights impact assessment (specific variant of the impact-assessment process). | Nearest existing risk: MR-067 Absence of AI impact assessment (the ISO-derived process risk; Art. 27 is the specific fundamental-rights, public-service variant with a notification duty)."
eu_ai_act,EU AI Act 2024/1689 + GPAI Code of Practice (deployer),Art. 49,Art. 49,,Mapped,MR-063 | MR-074,AI inventory blind spots | Failure to register a high-risk system or verify its registration,Clear,Registration and inventory visibility. | Nearest existing risk: MR-063 AI inventory blind spots (internal visibility; Art. 26(8)/49 is the external regulatory registration duty).
eu_ai_act,EU AI Act 2024/1689 + GPAI Code of Practice (deployer),Art. 50,Art. 50,,Mapped,MR-055,Lack of explainability and interpretability,Clear,Transparency to and disclosure toward affected persons.
eu_ai_act,EU AI Act 2024/1689 + GPAI Code of Practice (deployer),Art. 50(3),Art. 50(3),,Mapped,MR-033 | MR-078,Mass surveillance and censorship enablement | Failure to meet AI transparency and disclosure obligations,Clear,"Biometric scraping prohibition, law-enforcement biometric authorisation, biometric/emotion disclosure. | Nearest existing risk: MR-055 Lack of explainability / MR-031 Deepfakes (neither names the Art. 50 disclosure duties)."
eu_ai_act,EU AI Act 2024/1689 + GPAI Code of Practice (deployer),Art. 50(4),Art. 50(4),,Mapped,MR-031 | MR-078,"Impersonation, deepfakes and synthetic media | Failure to meet AI transparency and disclosure obligations",Clear,Deepfake disclosure duty. | Nearest existing risk: MR-055 Lack of explainability / MR-031 Deepfakes (neither names the Art. 50 disclosure duties).
eu_ai_act,EU AI Act 2024/1689 + GPAI Code of Practice (deployer),Art. 53 (provider),Art. 53 (provider),,Mapped,MR-039,Intellectual property and copyright infringement,Clear,IP/copyright exposure from procured-model training data and outputs.
eu_ai_act,EU AI Act 2024/1689 + GPAI Code of Practice (deployer),Art. 71,Art. 71,,Mapped,MR-074,Failure to register a high-risk system or verify its registration,Clear,Nearest existing risk: MR-063 AI inventory blind spots (internal visibility; Art. 26(8)/49 is the external regulatory registration duty).
eu_ai_act,EU AI Act 2024/1689 + GPAI Code of Practice (deployer),Art. 72,Art. 72,,Mapped,MR-068 | MR-076,Inadequate AI incident response and communication | Failure to monitor operation and meet incident-reporting and suspension duties,Clear,Monitoring and serious-incident reporting/suspension. | Nearest existing risk: MR-068 Inadequate incident response (the organizational capability; Art. 26(5)/72/73 is the mandatory authority-reporting and suspension duty).
eu_ai_act,EU AI Act 2024/1689 + GPAI Code of Practice (deployer),Art. 73,Art. 73,,Mapped,MR-068 | MR-076,Inadequate AI incident response and communication | Failure to monitor operation and meet incident-reporting and suspension duties,Clear,Monitoring and serious-incident reporting/suspension. | Nearest existing risk: MR-068 Inadequate incident response (the organizational capability; Art. 26(5)/72/73 is the mandatory authority-reporting and suspension duty).
eu_ai_act,EU AI Act 2024/1689 + GPAI Code of Practice (deployer),CoP Copyright Ch. Commitment 1,CoP Copyright Ch. Commitment 1,,Mapped,MR-039,Intellectual property and copyright infringement,Clear,IP/copyright exposure from procured-model training data and outputs.
eu_ai_act,EU AI Act 2024/1689 + GPAI Code of Practice (deployer),"CoP GPAI Code of Practice, Copyright Chapter, Commitment 1 (Measures 1.1-1.5)","CoP GPAI Code of Practice, Copyright Chapter, Commitment 1 (Measures 1.1-1.5)",,Mapped,MR-081,Provider's inadequate copyright compliance exposes the deployer to IP liability,Clear,Nearest existing risk: MR-039 IP and copyright infringement (the deployer-facing outcome; this adds the upstream provider-compliance dependency).
eu_ai_act,EU AI Act 2024/1689 + GPAI Code of Practice (deployer),"CoP GPAI Code of Practice, Safety and Security Chapter, Commitments 1-10","CoP GPAI Code of Practice, Safety and Security Chapter, Commitments 1-10",,Mapped,MR-082,"Provider's inadequate systemic-risk safety and security management, with no deployer visibility",Clear,Nearest existing risk: MR-065 Vendor churn / MR-052 Emergent dangerous capabilities / MR-046 Inadequate evaluation (deployer-side; not the provider safety-assurance dependency).
eu_ai_act,EU AI Act 2024/1689 + GPAI Code of Practice (deployer),"CoP GPAI Code of Practice, Transparency Chapter, Commitment 1 (Measures 1.1-1.3)","CoP GPAI Code of Practice, Transparency Chapter, Commitment 1 (Measures 1.1-1.3)",,Mapped,MR-080,Provider fails to supply adequate GPAI model documentation,Clear,Nearest existing risk: MR-045 Insufficient documentation / MR-065 Vendor churn (deployer-side and change-side; not the provider documentation-supply dependency).
eu_ai_act,EU AI Act 2024/1689 + GPAI Code of Practice (deployer),CoP S&S Ch. Commitment 6,CoP S&S Ch. Commitment 6,,Mapped,MR-015 | MR-018,Residual AI system security and availability weaknesses | AI supply-chain and infrastructure vulnerabilities,Clear,Cybersecurity of the system and model weights. | Model/weight security in the supply chain.
eu_ai_act,EU AI Act 2024/1689 + GPAI Code of Practice (deployer),CoP S&S Ch. Commitment 9,CoP S&S Ch. Commitment 9,,Mapped,MR-068,Inadequate AI incident response and communication,Clear,Monitoring and serious-incident reporting/suspension.
eu_ai_act,EU AI Act 2024/1689 + GPAI Code of Practice (deployer),CoP S&S Ch. Commitments 1-10,CoP S&S Ch. Commitments 1-10,,Mapped,MR-065,Vendor model version churn and undisclosed updates,Clear,Dependency on provider documentation and safety assurance.
eu_ai_act,EU AI Act 2024/1689 + GPAI Code of Practice (deployer),CoP S&S Ch. Commitments 2-5,CoP S&S Ch. Commitments 2-5,,Mapped,MR-046 | MR-052,"Inadequate evaluation, testing and benchmarking | Emergent dangerous capabilities",Clear,Testing and evaluation of the deployed system. | Systemic-risk / dangerous-capability assessment by the provider.
eu_ai_act,EU AI Act 2024/1689 + GPAI Code of Practice (deployer),CoP Transparency Ch. Commitment 1,CoP Transparency Ch. Commitment 1,,Mapped,MR-065,Vendor model version churn and undisclosed updates,Clear,Dependency on provider documentation and safety assurance.
eu_ai_act,EU AI Act 2024/1689 + GPAI Code of Practice (deployer),CoP Transparency Ch. Measure 1.2,CoP Transparency Ch. Measure 1.2,,Mapped,MR-045,"Insufficient documentation, transparency and data provenance",Clear,Provider instructions and documentation the deployer relies on.
eu_ai_act,EU AI Act 2024/1689 + GPAI Code of Practice (deployer),(umbrella for all EU AI Act obligations),(umbrella for all EU AI Act obligations),,Mapped,MR-040,Regulatory non-compliance and legal liability,Clear,Generic compliance umbrella; Article-specific duties are split into EU-### gaps per the brief.
