framework,framework_name,entry_id,entry_name,entry_description,disposition,register_ids,register_names,confidence,note
cisco,Cisco AI Security Framework,AISubtech-2.1.3,Semantic Manipulation (Jailbreak),Jailbreak,Mapped,MR-010,Prompt injection and jailbreaking,Clear,Jailbreak / safety-guardrail bypass.
cisco,Cisco AI Security Framework,AISubtech-2.1.4,Token Exploitation (Jailbreak),Jailbreak,Mapped,MR-010,Prompt injection and jailbreaking,Clear,Jailbreak / safety-guardrail bypass.
cisco,Cisco AI Security Framework,AISubtech-2.1.5,Multi-Agent Jailbreak Collaboration,Jailbreak,Mapped,MR-010,Prompt injection and jailbreaking,Clear,Jailbreak / safety-guardrail bypass.
cisco,Cisco AI Security Framework,AISubtech-3.1.1,Identity Obfuscation,Masquerading / Obfuscation / Impersonation,Mapped,MR-031,"Impersonation, deepfakes and synthetic media",Partial,Impersonation / identity spoofing; agent-service spoofing relates to MR-071 and ATLAS masquerading.
cisco,Cisco AI Security Framework,AISubtech-3.1.2,Trusted Agent Spoofing,Masquerading / Obfuscation / Impersonation,Mapped,MR-071,Autonomous agent hijacking and excessive-agency abuse,Clear,Trusted agent / MCP-service spoofing = agentic masquerading; relates to ATLAS masquerading MR-018.4.
cisco,Cisco AI Security Framework,AISubtech-4.1.1,Rogue Agent Introduction,Agent Injection,Mapped,MR-071,Autonomous agent hijacking and excessive-agency abuse,Clear,Rogue agent introduction = autonomous-agent hijacking.
cisco,Cisco AI Security Framework,AISubtech-4.2.1,Context Window Exploitation,Context Boundary Attacks,Mapped,MR-071,Autonomous agent hijacking and excessive-agency abuse,Partial,Agent context-window/session boundary exploitation; also MR-010.
cisco,Cisco AI Security Framework,AISubtech-4.2.2,Session Boundary Violation,Context Boundary Attacks,Mapped,MR-071,Autonomous agent hijacking and excessive-agency abuse,Partial,Agent context-window/session boundary exploitation; also MR-010.
cisco,Cisco AI Security Framework,AISubtech-4.3.1,Schema Inconsistencies,Protocol Manipulation,Mapped,MR-071,Autonomous agent hijacking and excessive-agency abuse,Clear,"MCP/agent protocol manipulation (schema, namespace, rebinding, replay, capability inflation, cross-origin) = agentic integration abuse; also MR-020."
cisco,Cisco AI Security Framework,AISubtech-4.3.2,Namespace Collision,Protocol Manipulation,Mapped,MR-071,Autonomous agent hijacking and excessive-agency abuse,Clear,"MCP/agent protocol manipulation (schema, namespace, rebinding, replay, capability inflation, cross-origin) = agentic integration abuse; also MR-020."
cisco,Cisco AI Security Framework,AISubtech-4.3.3,Server Rebinding Attack,Protocol Manipulation,Mapped,MR-071,Autonomous agent hijacking and excessive-agency abuse,Clear,"MCP/agent protocol manipulation (schema, namespace, rebinding, replay, capability inflation, cross-origin) = agentic integration abuse; also MR-020."
cisco,Cisco AI Security Framework,AISubtech-4.3.4,Replay Exploitation,Protocol Manipulation,Mapped,MR-071,Autonomous agent hijacking and excessive-agency abuse,Clear,"MCP/agent protocol manipulation (schema, namespace, rebinding, replay, capability inflation, cross-origin) = agentic integration abuse; also MR-020."
cisco,Cisco AI Security Framework,AISubtech-4.3.5,Capability Inflation,Protocol Manipulation,Mapped,MR-071,Autonomous agent hijacking and excessive-agency abuse,Clear,"MCP/agent protocol manipulation (schema, namespace, rebinding, replay, capability inflation, cross-origin) = agentic integration abuse; also MR-020."
cisco,Cisco AI Security Framework,AISubtech-4.3.6,Cross-Origin Exploitation,Protocol Manipulation,Mapped,MR-071,Autonomous agent hijacking and excessive-agency abuse,Clear,"MCP/agent protocol manipulation (schema, namespace, rebinding, replay, capability inflation, cross-origin) = agentic integration abuse; also MR-020."
cisco,Cisco AI Security Framework,AISubtech-5.1.1,Long-term / Short-term Memory Injection,Memory System Persistence,Mapped,MR-071,Autonomous agent hijacking and excessive-agency abuse,Partial,Persistent memory injection in agents.
cisco,Cisco AI Security Framework,AISubtech-5.2.1,Agent Profile Tampering,Configuration Persistence,Mapped,MR-071,Autonomous agent hijacking and excessive-agency abuse,Clear,Agent configuration/profile tampering for persistence.
cisco,Cisco AI Security Framework,AISubtech-6.1.1,Knowledge Base Poisoning,Training Data Poisoning,Mapped,MR-014,Data and model poisoning and backdoors,Clear,Training / knowledge-base / reinforcement poisoning = data and model poisoning.
cisco,Cisco AI Security Framework,AISubtech-6.1.2,Reinforcement Biasing,Training Data Poisoning,Mapped,MR-014,Data and model poisoning and backdoors,Clear,Training / knowledge-base / reinforcement poisoning = data and model poisoning.
cisco,Cisco AI Security Framework,AISubtech-6.1.3,Reinforcement Signal Corruption,Training Data Poisoning,Mapped,MR-014,Data and model poisoning and backdoors,Clear,Training / knowledge-base / reinforcement poisoning = data and model poisoning.
cisco,Cisco AI Security Framework,AISubtech-7.2.1,Memory Anchor Attacks,Memory System Corruption,Mapped,MR-071,Autonomous agent hijacking and excessive-agency abuse,Partial,Agent memory corruption (anchor/index) = agent context poisoning.
cisco,Cisco AI Security Framework,AISubtech-7.2.2,Memory Index Manipulation,Memory System Corruption,Mapped,MR-071,Autonomous agent hijacking and excessive-agency abuse,Partial,Agent memory corruption (anchor/index) = agent context poisoning.
cisco,Cisco AI Security Framework,AISubtech-7.3.1,Corrupted Third-Party Data,Data Source Abuse and Manipulation,Mapped,MR-014,Data and model poisoning and backdoors,Clear,Corrupted third-party / RAG data = poisoning.
cisco,Cisco AI Security Framework,AISubtech-7.4.1,Token Theft,Token Manipulation,Mapped,MR-013,Disclosure of confidential or proprietary information,Partial,Token theft = credential/secret exfiltration; agent case MR-071.5.
cisco,Cisco AI Security Framework,AISubtech-8.1.1,Presence Detection,Membership Inference,Mapped,MR-017,Privacy-invasive inference and re-identification,Clear,Membership/presence inference = privacy-invasive inference.
cisco,Cisco AI Security Framework,AISubtech-8.2.1,Training Data Exposure,Data Exfiltration / Exposure,Mapped,MR-009,Leakage of personal or sensitive data,Clear,Data leakage/exfiltration; via agent tooling MR-071.6.
cisco,Cisco AI Security Framework,AISubtech-8.2.2,LLM Data Leakage,Data Exfiltration / Exposure,Mapped,MR-009,Leakage of personal or sensitive data,Clear,Data leakage/exfiltration; via agent tooling MR-071.6.
cisco,Cisco AI Security Framework,AISubtech-8.2.3,Data Exfiltration via Agent Tooling,Data Exfiltration / Exposure,Mapped,MR-071,Autonomous agent hijacking and excessive-agency abuse,Clear,Data exfiltration via agent tooling.
cisco,Cisco AI Security Framework,AISubtech-8.3.1,Tool Metadata Exposure,Information Disclosure,Mapped,MR-013,Disclosure of confidential or proprietary information,Clear,System/tool information disclosure = confidential disclosure.
cisco,Cisco AI Security Framework,AISubtech-8.3.2,System Information Leakage,Information Disclosure,Mapped,MR-013,Disclosure of confidential or proprietary information,Clear,System/tool information disclosure = confidential disclosure.
cisco,Cisco AI Security Framework,AISubtech-8.4.1,System LLM Prompt Leakage,Prompt/Meta Extraction,Mapped,MR-013,Disclosure of confidential or proprietary information,Clear,System-prompt / instruction extraction.
cisco,Cisco AI Security Framework,AISubtech-9.1.1,Code Execution,Model or Agentic System Manipulation,Mapped,MR-015,Residual AI system security and availability weaknesses,Partial,Autonomous code execution via a compromised model/agent (machine compromise).
cisco,Cisco AI Security Framework,AISubtech-9.1.2,Unauthorized or Unsolicited System Access,Model or Agentic System Manipulation,Mapped,MR-015,Residual AI system security and availability weaknesses,Partial,"Runtime exploitation (code exec, unauthorized system/network access, SQL/cmd/XSS/SSTI) = system security; supply-chain runtime impact MR-018."
cisco,Cisco AI Security Framework,AISubtech-9.1.3,Unauthorized or Unsolicited Network Access,Model or Agentic System Manipulation,Mapped,MR-015,Residual AI system security and availability weaknesses,Partial,"Runtime exploitation (code exec, unauthorized system/network access, SQL/cmd/XSS/SSTI) = system security; supply-chain runtime impact MR-018."
cisco,Cisco AI Security Framework,AISubtech-9.1.4,"Injection Attacks (SQL, Command Execution, XSS)",Model or Agentic System Manipulation,Mapped,MR-015,Residual AI system security and availability weaknesses,Partial,"Runtime exploitation (code exec, unauthorized system/network access, SQL/cmd/XSS/SSTI) = system security; supply-chain runtime impact MR-018."
cisco,Cisco AI Security Framework,AISubtech-9.1.5,Template Injection (SSTI),Model or Agentic System Manipulation,Mapped,MR-015,Residual AI system security and availability weaknesses,Partial,"Runtime exploitation (code exec, unauthorized system/network access, SQL/cmd/XSS/SSTI) = system security; supply-chain runtime impact MR-018."
cisco,Cisco AI Security Framework,AISubtech-9.2.1,Obfuscation Vulnerabilities,Detection Evasion,Mapped,MR-014,Data and model poisoning and backdoors,Clear,Backdoors/trojans + obfuscation in models = poisoning/backdoor; corrupted model evading scanning.
cisco,Cisco AI Security Framework,AISubtech-9.2.2,Backdoors and Trojans,Detection Evasion,Mapped,MR-014,Data and model poisoning and backdoors,Clear,Backdoors/trojans + obfuscation in models = poisoning/backdoor; corrupted model evading scanning.
cisco,Cisco AI Security Framework,AISubtech-9.3.1,Malicious Package / Tool Injection,Dependency / Plugin Compromise,Mapped,MR-018,AI supply-chain and infrastructure vulnerabilities,Clear,Malicious package/tool injection into the supply chain.
cisco,Cisco AI Security Framework,AISubtech-9.3.2,Dependency Name Squatting (Tools / Servers),Dependency / Plugin Compromise,Mapped,MR-018,AI supply-chain and infrastructure vulnerabilities,Clear,"Dependency/plugin compromise (malicious package, name squatting, rug pull) = AI supply-chain vulnerabilities."
cisco,Cisco AI Security Framework,AISubtech-9.3.3,Dependency Replacement / Rug Pull,Dependency / Plugin Compromise,Mapped,MR-018,AI supply-chain and infrastructure vulnerabilities,Clear,Dependency replacement / rug pull.
cisco,Cisco AI Security Framework,AISubtech-10.1.1,API Query Stealing,Model Extraction,Mapped,MR-016,"Model theft, extraction and weight leakage",Clear,"Model extraction/theft (API stealing, weight reconstruction)."
cisco,Cisco AI Security Framework,AISubtech-10.1.2,Weight Reconstruction,Model Extraction,Mapped,MR-016,"Model theft, extraction and weight leakage",Clear,"Model extraction/theft (API stealing, weight reconstruction)."
cisco,Cisco AI Security Framework,AISubtech-10.1.3,Sensitive Data Reconstruction,Model Extraction,Mapped,MR-016,"Model theft, extraction and weight leakage",Clear,"Model extraction/theft (API stealing, weight reconstruction)."
cisco,Cisco AI Security Framework,AISubtech-10.2.1,Model Inversion,Model Inversion,Mapped,MR-017,Privacy-invasive inference and re-identification,Clear,Model inversion = privacy reconstruction/inference.
cisco,Cisco AI Security Framework,AISubtech-11.1.1,Agent-Specific Evasion,Environment-Aware Evasion,Mapped,MR-012,Adversarial examples and evasion attacks,Clear,Environment-aware adversarial evasion.
cisco,Cisco AI Security Framework,AISubtech-11.1.2,Tool-Scoped Evasion,Environment-Aware Evasion,Mapped,MR-012,Adversarial examples and evasion attacks,Clear,Environment-aware adversarial evasion.
cisco,Cisco AI Security Framework,AISubtech-11.1.3,Environment-Scoped Payloads,Environment-Aware Evasion,Mapped,MR-012,Adversarial examples and evasion attacks,Clear,Environment-aware adversarial evasion.
cisco,Cisco AI Security Framework,AISubtech-11.1.4,Defense-Aware Payloads,Environment-Aware Evasion,Mapped,MR-012,Adversarial examples and evasion attacks,Clear,Environment-aware adversarial evasion.
cisco,Cisco AI Security Framework,AISubtech-11.2.1,Targeted Model Fingerprinting,Model-Selective Evasion,Mapped,MR-012,Adversarial examples and evasion attacks,Clear,"Model-selective evasion (fingerprinting, conditional execution)."
cisco,Cisco AI Security Framework,AISubtech-11.2.2,Conditional Attack Execution,Model-Selective Evasion,Mapped,MR-012,Adversarial examples and evasion attacks,Clear,"Model-selective evasion (fingerprinting, conditional execution)."
cisco,Cisco AI Security Framework,AISubtech-12.1.1,Parameter Manipulation,Tool Exploitation,Mapped,MR-020,"Insecure integration with external tools, plugins and APIs",Clear,Insecure tool/plugin integration abuse; agentic tool invocation MR-071.1.
cisco,Cisco AI Security Framework,AISubtech-12.1.2,Tool Poisoning,Tool Exploitation,Mapped,MR-020,"Insecure integration with external tools, plugins and APIs",Clear,Insecure tool/plugin integration abuse; agentic tool invocation MR-071.1.
cisco,Cisco AI Security Framework,AISubtech-12.1.3,Unsafe System / Browser / File Execution,Tool Exploitation,Mapped,MR-020,"Insecure integration with external tools, plugins and APIs",Clear,Insecure tool/plugin integration abuse; agentic tool invocation MR-071.1.
cisco,Cisco AI Security Framework,AISubtech-12.1.4,Tool Shadowing,Tool Exploitation,Mapped,MR-020,"Insecure integration with external tools, plugins and APIs",Clear,Insecure tool/plugin integration abuse; agentic tool invocation MR-071.1.
cisco,Cisco AI Security Framework,AISubtech-12.2.1,Code Detection / Malicious Code Output,Insecure Output Handling,Mapped,MR-019,Insecure or vulnerable code generation,Clear,Insecure output handling / malicious code output.
cisco,Cisco AI Security Framework,AISubtech-13.1.1,Compute Exhaustion,Disruption of Availability,Mapped,MR-015,Residual AI system security and availability weaknesses,Clear,Denial of AI service / availability attacks.
cisco,Cisco AI Security Framework,AISubtech-13.1.2,Memory Flooding,Disruption of Availability,Mapped,MR-015,Residual AI system security and availability weaknesses,Clear,Denial of AI service / availability attacks.
cisco,Cisco AI Security Framework,AISubtech-13.1.3,Model Denial of Service,Disruption of Availability,Mapped,MR-015,Residual AI system security and availability weaknesses,Clear,Denial of AI service / availability attacks.
cisco,Cisco AI Security Framework,AISubtech-13.1.4,Application Denial of Service,Disruption of Availability,Mapped,MR-015,Residual AI system security and availability weaknesses,Clear,Denial of AI service / availability attacks.
cisco,Cisco AI Security Framework,AISubtech-13.1.5,Decision Paralysis Attacks,Disruption of Availability,Mapped,MR-015,Residual AI system security and availability weaknesses,Clear,Denial of AI service / availability attacks.
cisco,Cisco AI Security Framework,AISubtech-13.2.1,Service Misuse for Cost Inflation,Cost Harvesting / Repurposing,Mapped,MR-015,Residual AI system security and availability weaknesses,Clear,Service misuse for cost inflation = denial of wallet.
cisco,Cisco AI Security Framework,AISubtech-14.1.1,Credential Theft,Unauthorized Access,Mapped,MR-013,Disclosure of confidential or proprietary information,Partial,Credential theft = secret disclosure; agent-config case MR-071.5.
cisco,Cisco AI Security Framework,AISubtech-14.1.2,Insufficient Access Controls,Unauthorized Access,Mapped,MR-015,Residual AI system security and availability weaknesses,Partial,Account/credential abuse + weak access controls; valid-account abuse MR-015.1.
cisco,Cisco AI Security Framework,AISubtech-14.2.1,Permission Escalation via Delegation,Abuse of Delegated Authority,Mapped,MR-071,Autonomous agent hijacking and excessive-agency abuse,Clear,Agent privilege/delegation abuse = excessive-agency abuse.
cisco,Cisco AI Security Framework,AISubtech-15.1.1,Cybersecurity and Hacking: Malware / Exploits,Harmful Content,Mapped,MR-027,AI-enabled cyberattacks and offensive cyber operations,Clear,AI-generated malware / exploits = AI-enabled cyberattack.
cisco,Cisco AI Security Framework,AISubtech-15.1.2,Cybersecurity and Hacking: Cyber Abuse,Harmful Content,Mapped,MR-027,AI-enabled cyberattacks and offensive cyber operations,Clear,"Cyber abuse (unauthorized access, network penetration guidance)."
cisco,Cisco AI Security Framework,AISubtech-15.1.3,Safety Harms and Toxicity: Animal Abuse,Harmful Content,Mapped,MR-003,"Toxic, hateful, or harassing content generation",Weak,Animal-abuse content; nearest is harmful/toxic content. No dedicated register risk (thin).
cisco,Cisco AI Security Framework,AISubtech-15.1.4,Safety Harms and Toxicity: Child Abuse / Exploitation,Harmful Content,Mapped,MR-005,Child sexual abuse material and child-safety harm,Clear,Child abuse / exploitation = CSAM and child-safety.
cisco,Cisco AI Security Framework,AISubtech-15.1.5,Safety Harms and Toxicity: Disinformation,Harmful Content,Mapped,MR-026,Disinformation and influence operations,Clear,Disinformation.
cisco,Cisco AI Security Framework,AISubtech-15.1.6,Safety Harms and Toxicity: Environmental Harm,Harmful Content,Mapped,MR-003,"Toxic, hateful, or harassing content generation",Weak,Environmental-harm content; nearest harmful content. Distinct from the AI footprint risk MR-037 (thin).
cisco,Cisco AI Security Framework,AISubtech-15.1.7,Safety Harms and Toxicity: Financial Harm,Harmful Content,Mapped,MR-028,"AI-enabled fraud, scams and social engineering",Partial,"Financial-harm content; nearest fraud/scams, with unsafe-advice angle MR-022."
cisco,Cisco AI Security Framework,AISubtech-15.1.8,Safety Harms and Toxicity: Harassment,Harmful Content,Mapped,MR-003,"Toxic, hateful, or harassing content generation",Clear,Harassment content.
cisco,Cisco AI Security Framework,AISubtech-15.1.9,Safety Harms and Toxicity: Hate Speech,Harmful Content,Mapped,MR-003,"Toxic, hateful, or harassing content generation",Clear,Hate speech.
cisco,Cisco AI Security Framework,AISubtech-15.1.10,Safety Harms and Toxicity: Non-Violent Crime,Harmful Content,Mapped,MR-032,Deliberate misuse and repurposing for harm,Partial,Facilitating non-violent crime = misuse; also toxic/illegal content MR-003.
cisco,Cisco AI Security Framework,AISubtech-15.1.11,Safety Harms and Toxicity: Profanity,Harmful Content,Mapped,MR-003,"Toxic, hateful, or harassing content generation",Clear,Profanity / toxic content.
cisco,Cisco AI Security Framework,AISubtech-15.1.12,Safety Harms and Toxicity: Scams and Deception,Harmful Content,Mapped,MR-028,"AI-enabled fraud, scams and social engineering",Clear,Scams and deception = fraud and social engineering.
cisco,Cisco AI Security Framework,AISubtech-15.1.13,Safety Harms and Toxicity: Self Harm,Harmful Content,Mapped,MR-007,"Self-harm, suicide and dangerous-behavior promotion",Clear,Self-harm content.
cisco,Cisco AI Security Framework,AISubtech-15.1.14,Safety Harms and Toxicity: Sexual Content and Exploitation,Harmful Content,Mapped,MR-008,Sexual content and non-consensual intimate imagery,Clear,Sexual content and exploitation (incl. non-consensual imagery).
cisco,Cisco AI Security Framework,AISubtech-15.1.15,Safety Harms and Toxicity: Social Division and Polarization,Harmful Content,Mapped,MR-026,Disinformation and influence operations,Partial,Social division and polarization = influence/disinformation-adjacent; ecosystem angle MR-023.
cisco,Cisco AI Security Framework,AISubtech-15.1.16,Safety Harms and Toxicity: Terrorism / Extremism,Harmful Content,Mapped,MR-004,Violent or extremist content generation,Clear,Terrorism / extremism content.
cisco,Cisco AI Security Framework,AISubtech-15.1.17,Safety Harms and Toxicity: Violence and Public Safety Threat,Harmful Content,Mapped,MR-004,Violent or extremist content generation,Clear,Violence and public-safety-threat content.
cisco,Cisco AI Security Framework,AISubtech-15.1.18,Safety Harms and Toxicity: Weapons / CBRN Risks,Harmful Content,Mapped,MR-029,"Facilitation of weapons, CBRN and serious physical harm (capability uplift)",Clear,Weapons / CBRN capability uplift.
cisco,Cisco AI Security Framework,AISubtech-15.1.19,Integrity: Hallucinations / Misinformation,Harmful Content,Mapped,MR-021,Hallucination and fabricated output,Clear,Hallucinations / misinformation in outputs.
cisco,Cisco AI Security Framework,AISubtech-15.1.20,Integrity: Unauthorized Financial Advice,Harmful Content,Mapped,MR-022,Unsafe or incorrect advice in high-stakes domains,Clear,Unauthorized financial advice = unsafe high-stakes advice.
cisco,Cisco AI Security Framework,AISubtech-15.1.21,Integrity: Unauthorized Legal Advice,Harmful Content,Mapped,MR-022,Unsafe or incorrect advice in high-stakes domains,Clear,Unauthorized legal advice = unsafe high-stakes advice.
cisco,Cisco AI Security Framework,AISubtech-15.1.22,Integrity: Unauthorized Medical Advice,Harmful Content,Mapped,MR-022,Unsafe or incorrect advice in high-stakes domains,Clear,Unauthorized medical advice = unsafe high-stakes advice.
cisco,Cisco AI Security Framework,AISubtech-15.1.23,Intellectual Property Compromise: Intellectual Property Infringement,Harmful Content,Mapped,MR-039,Intellectual property and copyright infringement,Clear,Intellectual-property infringement.
cisco,Cisco AI Security Framework,AISubtech-15.1.24,Intellectual Property Compromise: Confidential Data,Harmful Content,Mapped,MR-013,Disclosure of confidential or proprietary information,Clear,Confidential-data disclosure in generated content.
cisco,Cisco AI Security Framework,AISubtech-15.1.25,Privacy Attacks: PII / PHI / PCI,Harmful Content,Mapped,MR-009,Leakage of personal or sensitive data,Clear,Privacy attacks: PII / PHI / PCI exposure.
cisco,Cisco AI Security Framework,AISubtech-16.1.1,Logging Sensitive Conversations,Eavesdropping,Mapped,MR-033,Mass surveillance and censorship enablement,Partial,Eavesdropping / logging sensitive conversations = surveillance enablement; data-leakage angle MR-009.
cisco,Cisco AI Security Framework,AISubtech-17.1.1,"Sensor Spoofing: Action Signals (audio, visual)",Sensor Spoofing,Mapped,MR-012,Adversarial examples and evasion attacks,Partial,Sensor spoofing of cyber-physical systems = physical-world adversarial input; physical-safety impact MR-049.
cisco,Cisco AI Security Framework,AISubtech-18.1.1,Spam / Scam / Social Engineering Generation,Fraudulent Use,Mapped,MR-028,"AI-enabled fraud, scams and social engineering",Clear,Fraud / spam / social-engineering generation.
cisco,Cisco AI Security Framework,AISubtech-18.2.1,Abuse of APIs for Mass Automation,Malicious Workflows,Mapped,MR-032,Deliberate misuse and repurposing for harm,Partial,"Malicious workflows (mass automation, dedicated malicious infrastructure) = misuse/repurposing."
cisco,Cisco AI Security Framework,AISubtech-18.2.2,Dedicated Malicious Server or Infrastructure,Malicious Workflows,Mapped,MR-032,Deliberate misuse and repurposing for harm,Partial,"Malicious workflows (mass automation, dedicated malicious infrastructure) = misuse/repurposing."
cisco,Cisco AI Security Framework,AISubtech-19.1.1,Contradictory Inputs Attack,Cross-Modal Inconsistency Exploits,Mapped,MR-010,Prompt injection and jailbreaking,Partial,Cross-modal inconsistency exploits = multi-modal injection / adversarial.
cisco,Cisco AI Security Framework,AISubtech-19.1.2,Modality Skewing,Cross-Modal Inconsistency Exploits,Mapped,MR-010,Prompt injection and jailbreaking,Partial,Cross-modal inconsistency exploits = multi-modal injection / adversarial.
cisco,Cisco AI Security Framework,AISubtech-19.2.1,Convergence Payload Injection,Fusion Payload Split,Mapped,MR-010,Prompt injection and jailbreaking,Partial,Fusion payload split = obfuscated multi-modal injection.
cisco,Cisco AI Security Framework,AISubtech-19.2.2,Chained Payload Execution,Fusion Payload Split,Mapped,MR-010,Prompt injection and jailbreaking,Partial,Fusion payload split = obfuscated multi-modal injection.
